phase_rad,port0_transmission,port1_transmission
0.97138045,0.78208014,0.21791986
0.97263709,0.78156114,0.21843886
0.97389372,0.78104169,0.21895831
0.97515036,0.7805218,0.2194782
0.976407,0.78000146,0.21999854
0.97766363,0.77948069,0.22051931
0.97892027,0.77895947,0.22104053
0.98017691,0.77843781,0.22156219
0.98143354,0.77791571,0.22208429
0.98269018,0.77739317,0.22260683
0.98394682,0.7768702,0.2231298
0.98520346,0.77634678,0.22365322
0.98646009,0.77582294,0.22417706
0.98771673,0.77529865,0.22470135
0.98897337,0.77477393,0.22522607
0.99023,0.77424878,0.22575122
0.99148664,0.77372319,0.22627681
0.99274328,0.77319717,0.22680283
0.99399992,0.77267072,0.22732928
0.99525655,0.77214384,0.22785616
0.99651319,0.77161653,0.22838347
0.99776983,0.77108879,0.22891121
0.99902646,0.77056063,0.22943937
1.0002831,0.77003203,0.22996797
1.00153974,0.76950301,0.23049699
1.00279638,0.76897356,0.23102644
1.00405301,0.76844369,0.23155631
1.00530965,0.7679134,0.2320866
1.00656629,0.76738268,0.23261732
1.00782292,0.76685154,0.23314846
1.00907956,0.76631998,0.23368002
1.0103362,0.76578799,0.23421201
1.01159283,0.76525559,0.23474441
1.01284947,0.76472277,0.23527723
1.01410611,0.76418953,0.23581047
1.01536275,0.76365588,0.23634412
1.01661938,0.7631218,0.2368782
1.01787602,0.76258731,0.23741269
1.01913266,0.76205241,0.23794759
1.02038929,0.7615171,0.2384829
1.02164593,0.76098137,0.23901863
1.02290257,0.76044522,0.23955478
1.02415921,0.75990867,0.24009133
1.02541584,0.75937171,0.24062829
1.02667248,0.75883433,0.24116567
1.02792912,0.75829655,0.24170345
1.02918575,0.75775836,0.24224164
1.03044239,0.75721977,0.24278023
1.03169903,0.75668076,0.24331924
1.03295566,0.75614136,0.24385864
1.0342123,0.75560154,0.24439846
1.03546894,0.75506133,0.24493867
1.03672558,0.75452071,0.24547929
1.03798221,0.75397969,0.24602031
1.03923885,0.75343826,0.24656174
1.04049549,0.75289644,0.24710356
1.04175212,0.75235422,0.24764578
1.04300876,0.7518116,0.2481884
1.0442654,0.75126858,0.24873142
1.04552204,0.75072517,0.24927483
1.04677867,0.75018136,0.24981864
1.04803531,0.74963715,0.25036285
1.04929195,0.74909255,0.25090745
1.05054858,0.74854756,0.25145244
1.05180522,0.74800217,0.25199783
1.05306186,0.7474564,0.2525436
1.05431849,0.74691023,0.25308977
1.05557513,0.74636367,0.25363633
1.05683177,0.74581672,0.25418328
1.05808841,0.74526939,0.25473061
1.05934504,0.74472167,0.25527833
1.06060168,0.74417356,0.25582644
1.06185832,0.74362506,0.25637494
1.06311495,0.74307618,0.25692382
1.06437159,0.74252692,0.25747308
1.06562823,0.74197727,0.25802273
1.06688487,0.74142725,0.25857275
1.0681415,0.74087684,0.25912316
1.06939814,0.74032605,0.25967395
1.07065478,0.73977488,0.26022512
1.07191141,0.73922333,0.26077667
1.07316805,0.7386714,0.2613286
1.07442469,0.7381191,0.2618809
1.07568132,0.73756642,0.26243358
1.07693796,0.73701337,0.26298663
1.0781946,0.73645994,0.26354006
1.07945124,0.73590614,0.26409386
1.08070787,0.73535197,0.26464803
1.08196451,0.73479742,0.26520258
1.08322115,0.7342425,0.2657575
1.08447778,0.73368722,0.26631278
1.08573442,0.73313156,0.26686844
1.08699106,0.73257554,0.26742446
1.0882477,0.73201915,0.26798085
1.08950433,0.73146239,0.26853761
1.09076097,0.73090527,0.26909473
1.09201761,0.73034778,0.26965222
1.09327424,0.72978993,0.27021007
1.09453088,0.72923172,0.27076828
1.09578752,0.72867314,0.27132686
1.09704415,0.7281142,0.2718858
1.09830079,0.72755491,0.27244509
1.09955743,0.72699525,0.27300475
1.10081407,0.72643523,0.27356477
1.1020707,0.72587486,0.27412514
1.10332734,0.72531413,0.27468587
1.10458398,0.72475305,0.27524695
1.10584061,0.72419161,0.27580839
1.10709725,0.72362981,0.27637019
1.10835389,0.72306767,0.27693233
1.10961053,0.72250517,0.27749483
1.11086716,0.72194232,0.27805768
1.1121238,0.72137912,0.27862088
1.11338044,0.72081556,0.27918444
1.11463707,0.72025167,0.27974833
1.11589371,0.71968742,0.28031258
1.11715035,0.71912282,0.28087718
1.11840698,0.71855788,0.28144212
1.11966362,0.7179926,0.2820074
1.12092026,0.71742697,0.28257303
1.1221769,0.716861,0.283139
1.12343353,0.71629468,0.28370532
1.12469017,0.71572802,0.28427198
1.12594681,0.71516103,0.28483897
1.12720344,0.71459369,0.28540631
1.12846008,0.71402601,0.28597399
1.12971672,0.713458,0.286542
1.13097336,0.71288965,0.28711035
1.13222999,0.71232096,0.28767904
1.13348663,0.71175194,0.28824806
1.13474327,0.71118258,0.28881742
1.1359999,0.71061289,0.28938711
1.13725654,0.71004286,0.28995714
1.13851318,0.70947251,0.29052749
1.13976981,0.70890182,0.29109818
1.14102645,0.70833081,0.29166919
1.14228309,0.70775946,0.29224054
1.14353973,0.70718779,0.29281221
1.14479636,0.70661579,0.29338421
1.146053,0.70604346,0.29395654
1.14730964,0.70547081,0.29452919
1.14856627,0.70489784,0.29510216
1.14982291,0.70432454,0.29567546
1.15107955,0.70375092,0.29624908
1.15233619,0.70317697,0.29682303
1.15359282,0.70260271,0.29739729
1.15484946,0.70202812,0.29797188
1.1561061,0.70145322,0.29854678
1.15736273,0.700878,0.299122
1.15861937,0.70030246,0.29969754
1.15987601,0.6997266,0.3002734
1.16113264,0.69915043,0.30084957
1.16238928,0.69857395,0.30142605
1.16364592,0.69799715,0.30200285
1.16490256,0.69742003,0.30257997
1.16615919,0.69684261,0.30315739
1.16741583,0.69626488,0.30373512
1.16867247,0.69568683,0.30431317
1.1699291,0.69510848,0.30489152
1.17118574,0.69452982,0.30547018
1.17244238,0.69395085,0.30604915
1.17369902,0.69337158,0.30662842
1.17495565,0.692792,0.307208
1.17621229,0.69221211,0.30778789
1.17746893,0.69163192,0.30836808
1.17872556,0.69105143,0.30894857
1.1799822,0.69047064,0.30952936
1.18123884,0.68988955,0.31011045
1.18249547,0.68930815,0.31069185
1.18375211,0.68872646,0.31127354
1.18500875,0.68814447,0.31185553
1.18626539,0.68756219,0.31243781
1.18752202,0.6869796,0.3130204
1.18877866,0.68639672,0.31360328
1.1900353,0.68581355,0.31418645
1.19129193,0.68523009,0.31476991
1.19254857,0.68464633,0.31535367
1.19380521,0.68406228,0.31593772
1.19506185,0.68347794,0.31652206
1.19631848,0.6828933,0.3171067
1.19757512,0.68230839,0.31769161
1.19883176,0.68172318,0.31827682
1.20008839,0.68113768,0.31886232
1.20134503,0.6805519,0.3194481
1.20260167,0.67996584,0.32003416
1.2038583,0.67937949,0.32062051
1.20511494,0.67879285,0.32120715
1.20637158,0.67820594,0.32179406
1.20762822,0.67761874,0.32238126
1.20888485,0.67703127,0.32296873
1.21014149,0.67644351,0.32355649
1.21139813,0.67585547,0.32414453
1.21265476,0.67526716,0.32473284
1.2139114,0.67467857,0.32532143
1.21516804,0.6740897,0.3259103
1.21642468,0.67350056,0.32649944
1.21768131,0.67291115,0.32708885
1.21893795,0.67232146,0.32767854
1.22019459,0.6717315,0.3282685
1.22145122,0.67114127,0.32885873
1.22270786,0.67055077,0.32944923
1.2239645,0.66996,0.33004
1.22522113,0.66936896,0.33063104
1.22647777,0.66877765,0.33122235
1.22773441,0.66818608,0.33181392
1.22899105,0.66759424,0.33240576
1.23024768,0.66700214,0.33299786
1.23150432,0.66640977,0.33359023
1.23276096,0.66581714,0.33418286
1.23401759,0.66522425,0.33477575
1.23527423,0.6646311,0.3353689
1.23653087,0.66403769,0.33596231
1.23778751,0.66344401,0.33655599
1.23904414,0.66285009,0.33714991
1.24030078,0.6622559,0.3377441
1.24155742,0.66166146,0.33833854
1.24281405,0.66106676,0.33893324
1.24407069,0.6604718,0.3395282
1.24532733,0.6598766,0.3401234
1.24658396,0.65928114,0.34071886
1.2478406,0.65868543,0.34131457
1.24909724,0.65808947,0.34191053
1.25035388,0.65749326,0.34250674
1.25161051,0.6568968,0.3431032
1.25286715,0.65630009,0.34369991
1.25412379,0.65570314,0.34429686
1.25538042,0.65510594,0.34489406
1.25663706,0.6545085,0.3454915
1.2578937,0.65391081,0.34608919
1.25915034,0.65331288,0.34668712
1.26040697,0.6527147,0.3472853
1.26166361,0.65211629,0.34788371
1.26292025,0.65151763,0.34848237
1.26417688,0.65091874,0.34908126
1.26543352,0.65031961,0.34968039
1.26669016,0.64972024,0.35027976
1.26794679,0.64912063,0.35087937
1.26920343,0.64852079,0.35147921
1.27046007,0.64792071,0.35207929
1.27171671,0.6473204,0.3526796
1.27297334,0.64671986,0.35328014
1.27422998,0.64611909,0.35388091
1.27548662,0.64551808,0.35448192
1.27674325,0.64491685,0.35508315
1.27799989,0.64431539,0.35568461
1.27925653,0.64371369,0.35628631
1.28051317,0.64311178,0.35688822
1.2817698,0.64250963,0.35749037
1.28302644,0.64190726,0.35809274
1.28428308,0.64130467,0.35869533
1.28553971,0.64070185,0.35929815
1.28679635,0.64009881,0.35990119
1.28805299,0.63949555,0.36050445
1.28930963,0.63889207,0.36110793
1.29056626,0.63828837,0.36171163
1.2918229,0.63768446,0.36231554
1.29307954,0.63708032,0.36291968
1.29433617,0.63647597,0.36352403
1.29559281,0.6358714,0.3641286
1.29684945,0.63526662,0.36473338
1.29810608,0.63466162,0.36533838
1.29936272,0.63405641,0.36594359
1.30061936,0.63345099,0.36654901
1.301876,0.63284536,0.36715464
1.30313263,0.63223952,0.36776048
1.30438927,0.63163347,0.36836653
1.30564591,0.63102722,0.36897278
1.30690254,0.63042075,0.36957925
1.30815918,0.62981408,0.37018592
1.30941582,0.62920721,0.37079279
1.31067246,0.62860013,0.37139987
1.31192909,0.62799285,0.37200715
1.31318573,0.62738536,0.37261464
1.31444237,0.62677768,0.37322232
1.315699,0.62616979,0.37383021
1.31695564,0.62556171,0.37443829
1.31821228,0.62495342,0.37504658
1.31946891,0.62434494,0.37565506
1.32072555,0.62373627,0.37626373
1.32198219,0.62312739,0.37687261
1.32323883,0.62251833,0.37748167
1.32449546,0.62190907,0.37809093
1.3257521,0.62129962,0.37870038
1.32700874,0.62068997,0.37931003
1.32826537,0.62008014,0.37991986
1.32952201,0.61947011,0.38052989
1.33077865,0.6188599,0.3811401
1.33203529,0.6182495,0.3817505
1.33329192,0.61763891,0.38236109
1.33454856,0.61702814,0.38297186
1.3358052,0.61641718,0.38358282
1.33706183,0.61580604,0.38419396
1.33831847,0.61519471,0.38480529
1.33957511,0.61458321,0.38541679
1.34083174,0.61397152,0.38602848
1.34208838,0.61335965,0.38664035
1.34334502,0.61274761,0.38725239
1.34460166,0.61213538,0.38786462
1.34585829,0.61152298,0.38847702
1.34711493,0.6109104,0.3890896
1.34837157,0.61029765,0.38970235
1.3496282,0.60968472,0.39031528
1.35088484,0.60907162,0.39092838
1.35214148,0.60845835,0.39154165
1.35339812,0.6078449,0.3921551
1.35465475,0.60723129,0.39276871
1.35591139,0.60661751,0.39338249
1.35716803,0.60600355,0.39399645
1.35842466,0.60538944,0.39461056
1.3596813,0.60477515,0.39522485
1.36093794,0.6041607,0.3958393
1.36219457,0.60354608,0.39645392
1.36345121,0.6029313,0.3970687
1.36470785,0.60231636,0.39768364
1.36596449,0.60170126,0.39829874
1.36722112,0.601086,0.398914
1.36847776,0.60047057,0.39952943
1.3697344,0.59985499,0.40014501
1.37099103,0.59923925,0.40076075
1.37224767,0.59862335,0.40137665
1.37350431,0.5980073,0.4019927
1.37476095,0.59739109,0.40260891
1.37601758,0.59677473,0.40322527
1.37727422,0.59615822,0.40384178
1.37853086,0.59554155,0.40445845
1.37978749,0.59492474,0.40507526
1.38104413,0.59430777,0.40569223
1.38230077,0.59369066,0.40630934
1.3835574,0.59307339,0.40692661
1.38481404,0.59245598,0.40754402
1.38607068,0.59183843,0.40816157
1.38732732,0.59122073,0.40877927
1.38858395,0.59060288,0.40939712
1.38984059,0.58998489,0.41001511
1.39109723,0.58936676,0.41063324
1.39235386,0.58874849,0.41125151
1.3936105,0.58813008,0.41186992
1.39486714,0.58751153,0.41248847
1.39612378,0.58689284,0.41310716
1.39738041,0.58627401,0.41372599
1.39863705,0.58565505,0.41434495
1.39989369,0.58503595,0.41496405
1.40115032,0.58441672,0.41558328
1.40240696,0.58379736,0.41620264
1.4036636,0.58317786,0.41682214
1.40492023,0.58255823,0.41744177
1.40617687,0.58193847,0.41806153
1.40743351,0.58131858,0.41868142
1.40869015,0.58069857,0.41930143
1.40994678,0.58007842,0.41992158
1.41120342,0.57945815,0.42054185
1.41246006,0.57883775,0.42116225
1.41371669,0.57821723,0.42178277
1.41497333,0.57759659,0.42240341
1.41622997,0.57697582,0.42302418
1.41748661,0.57635493,0.42364507
1.41874324,0.57573392,0.42426608
1.41999988,0.57511279,0.42488721
1.42125652,0.57449155,0.42550845
1.42251315,0.57387018,0.42612982
1.42376979,0.5732487,0.4267513
1.42502643,0.5726271,0.4273729
1.42628306,0.57200539,0.42799461
1.4275397,0.57138357,0.42861643
1.42879634,0.57076163,0.42923837
1.43005298,0.57013958,0.42986042
1.43130961,0.56951742,0.43048258
1.43256625,0.56889515,0.43110485
1.43382289,0.56827277,0.43172723
1.43507952,0.56765028,0.43234972
1.43633616,0.56702768,0.43297232
1.4375928,0.56640498,0.43359502
1.43884944,0.56578218,0.43421782
1.44010607,0.56515927,0.43484073
1.44136271,0.56453626,0.43546374
1.44261935,0.56391315,0.43608685
1.44387598,0.56328993,0.43671007
1.44513262,0.56266662,0.43733338
1.44638926,0.5620432,0.4379568
1.44764589,0.56141969,0.43858031
1.44890253,0.56079608,0.43920392
1.45015917,0.56017238,0.43982762
1.45141581,0.55954858,0.44045142
1.45267244,0.55892469,0.44107531
1.45392908,0.5583007,0.4416993
1.45518572,0.55767662,0.44232338
1.45644235,0.55705245,0.44294755
1.45769899,0.55642819,0.44357181
1.45895563,0.55580384,0.44419616
1.46021227,0.55517941,0.44482059
1.4614689,0.55455488,0.44544512
1.46272554,0.55393027,0.44606973
1.46398218,0.55330558,0.44669442
1.46523881,0.5526808,0.4473192
1.46649545,0.55205593,0.44794407
1.46775209,0.55143099,0.44856901
1.46900872,0.55080596,0.44919404
1.47026536,0.55018086,0.44981914
1.471522,0.54955567,0.45044433
1.47277864,0.54893041,0.45106959
1.47403527,0.54830507,0.45169493
1.47529191,0.54767965,0.45232035
1.47654855,0.54705416,0.45294584
1.47780518,0.54642859,0.45357141
1.47906182,0.54580295,0.45419705
1.48031846,0.54517724,0.45482276
1.4815751,0.54455145,0.45544855
1.48283173,0.5439256,0.4560744
1.48408837,0.54329967,0.45670033
1.48534501,0.54267368,0.45732632
1.48660164,0.54204762,0.45795238
1.48785828,0.5414215,0.4585785
1.48911492,0.54079531,0.45920469
1.49037155,0.54016905,0.45983095
1.49162819,0.53954273,0.46045727
1.49288483,0.53891635,0.46108365
1.49414147,0.53828991,0.46171009
1.4953981,0.5376634,0.4623366
1.49665474,0.53703684,0.46296316
1.49791138,0.53641022,0.46358978
1.49916801,0.53578354,0.46421646
1.50042465,0.5351568,0.4648432
1.50168129,0.53453001,0.46546999
1.50293793,0.53390317,0.46609683
1.50419456,0.53327627,0.46672373
1.5054512,0.53264932,0.46735068
1.50670784,0.53202231,0.46797769
1.50796447,0.53139526,0.46860474
1.50922111,0.53076816,0.46923184
1.51047775,0.530141,0.469859
1.51173438,0.52951381,0.47048619
1.51299102,0.52888656,0.47111344
1.51424766,0.52825927,0.47174073
1.5155043,0.52763193,0.47236807
1.51676093,0.52700455,0.47299545
1.51801757,0.52637713,0.47362287
1.51927421,0.52574966,0.47425034
1.52053084,0.52512216,0.47487784
1.52178748,0.52449461,0.47550539
1.52304412,0.52386703,0.47613297
1.52430076,0.52323941,0.47676059
1.52555739,0.52261175,0.47738825
1.52681403,0.52198406,0.47801594
1.52807067,0.52135633,0.47864367
1.5293273,0.52072857,0.47927143
1.53058394,0.52010077,0.47989923
1.53184058,0.51947295,0.48052705
1.53309721,0.51884509,0.48115491
1.53435385,0.5182172,0.4817828
1.53561049,0.51758929,0.48241071
1.53686713,0.51696135,0.48303865
1.53812376,0.51633338,0.48366662
1.5393804,0.51570538,0.48429462
1.54063704,0.51507736,0.48492264
1.54189367,0.51444931,0.48555069
1.54315031,0.51382125,0.48617875
1.54440695,0.51319316,0.48680684
1.54566359,0.51256505,0.48743495
1.54692022,0.51193692,0.48806308
1.54817686,0.51130877,0.48869123
1.5494335,0.5106806,0.4893194
1.55069013,0.51005242,0.48994758
1.55194677,0.50942422,0.49057578
1.55320341,0.50879601,0.49120399
1.55446004,0.50816778,0.49183222
1.55571668,0.50753954,0.49246046
1.55697332,0.50691128,0.49308872
1.55822996,0.50628302,0.49371698
1.55948659,0.50565475,0.49434525
1.56074323,0.50502646,0.49497354
1.56199987,0.50439817,0.49560183
1.5632565,0.50376988,0.49623012
1.56451314,0.50314157,0.49685843
1.56576978,0.50251326,0.49748674
1.56702642,0.50188495,0.49811505
1.56828305,0.50125664,0.49874336
1.56953969,0.50062832,0.49937168
1.57079633,0.5,0.5
1.57205296,0.49937168,0.50062832
1.5733096,0.49874336,0.50125664
1.57456624,0.49811505,0.50188495
1.57582288,0.49748674,0.50251326
1.57707951,0.49685843,0.50314157
1.57833615,0.49623012,0.50376988
1.57959279,0.49560183,0.50439817
1.58084942,0.49497354,0.50502646
1.58210606,0.49434525,0.50565475
1.5833627,0.49371698,0.50628302
1.58461933,0.49308872,0.50691128
1.58587597,0.49246046,0.50753954
1.58713261,0.49183222,0.50816778
1.58838925,0.49120399,0.50879601
1.58964588,0.49057578,0.50942422
1.59090252,0.48994758,0.51005242
1.59215916,0.4893194,0.5106806
1.59341579,0.48869123,0.51130877
1.59467243,0.48806308,0.51193692
1.59592907,0.48743495,0.51256505
1.59718571,0.48680684,0.51319316
1.59844234,0.48617875,0.51382125
1.59969898,0.48555069,0.51444931
1.60095562,0.48492264,0.51507736
1.60221225,0.48429462,0.51570538
1.60346889,0.48366662,0.51633338
1.60472553,0.48303865,0.51696135
1.60598216,0.48241071,0.51758929
1.6072388,0.4817828,0.5182172
1.60849544,0.48115491,0.51884509
1.60975208,0.48052705,0.51947295
1.61100871,0.47989923,0.52010077
1.61226535,0.47927143,0.52072857
1.61352199,0.47864367,0.52135633
1.61477862,0.47801594,0.52198406
1.61603526,0.47738825,0.52261175
1.6172919,0.47676059,0.52323941
1.61854854,0.47613297,0.52386703
1.61980517,0.47550539,0.52449461
1.62106181,0.47487784,0.52512216
1.62231845,0.47425034,0.52574966
1.62357508,0.47362287,0.52637713
1.62483172,0.47299545,0.52700455
1.62608836,0.47236807,0.52763193
1.62734499,0.47174073,0.52825927
1.62860163,0.47111344,0.52888656
1.62985827,0.47048619,0.52951381
1.63111491,0.469859,0.530141
1.63237154,0.46923184,0.53076816
1.63362818,0.46860474,0.53139526
1.63488482,0.46797769,0.53202231
1.63614145,0.46735068,0.53264932
1.63739809,0.46672373,0.53327627
1.63865473,0.46609683,0.53390317
1.63991137,0.46546999,0.53453001
1.641168,0.4648432,0.5351568
1.64242464,0.46421646,0.53578354
1.64368128,0.46358978,0.53641022
1.64493791,0.46296316,0.53703684
1.64619455,0.4623366,0.5376634
1.64745119,0.46171009,0.53828991
1.64870782,0.46108365,0.53891635
1.64996446,0.46045727,0.53954273
1.6512211,0.45983095,0.54016905
1.65247774,0.45920469,0.54079531
1.65373437,0.4585785,0.5414215
1.65499101,0.45795238,0.54204762
1.65624765,0.45732632,0.54267368
1.65750428,0.45670033,0.54329967
1.65876092,0.4560744,0.5439256
1.66001756,0.45544855,0.54455145
1.6612742,0.45482276,0.54517724
1.66253083,0.45419705,0.54580295
1.66378747,0.45357141,0.54642859
1.66504411,0.45294584,0.54705416
1.66630074,0.45232035,0.54767965
1.66755738,0.45169493,0.54830507
1.66881402,0.45106959,0.54893041
1.67007065,0.45044433,0.54955567
1.67132729,0.44981914,0.55018086
1.67258393,0.44919404,0.55080596
1.67384057,0.44856901,0.55143099
1.6750972,0.44794407,0.55205593
1.67635384,0.4473192,0.5526808
1.67761048,0.44669442,0.55330558
1.67886711,0.44606973,0.55393027
1.68012375,0.44544512,0.55455488
1.68138039,0.44482059,0.55517941
1.68263703,0.44419616,0.55580384
1.68389366,0.44357181,0.55642819
1.6851503,0.44294755,0.55705245
1.68640694,0.44232338,0.55767662
1.68766357,0.4416993,0.5583007
1.68892021,0.44107531,0.55892469
1.69017685,0.44045142,0.55954858
1.69143348,0.43982762,0.56017238
1.69269012,0.43920392,0.56079608
1.69394676,0.43858031,0.56141969
1.6952034,0.4379568,0.5620432
1.69646003,0.43733338,0.56266662
1.69771667,0.43671007,0.56328993
1.69897331,0.43608685,0.56391315
1.70022994,0.43546374,0.56453626
1.70148658,0.43484073,0.56515927
1.70274322,0.43421782,0.56578218
1.70399986,0.43359502,0.56640498
1.70525649,0.43297232,0.56702768
1.70651313,0.43234972,0.56765028
1.70776977,0.43172723,0.56827277
1.7090264,0.43110485,0.56889515
1.71028304,0.43048258,0.56951742
1.71153968,0.42986042,0.57013958
1.71279631,0.42923837,0.57076163
1.71405295,0.42861643,0.57138357
1.71530959,0.42799461,0.57200539
1.71656623,0.4273729,0.5726271
1.71782286,0.4267513,0.5732487
1.7190795,0.42612982,0.57387018
1.72033614,0.42550845,0.57449155
1.72159277,0.42488721,0.57511279
1.72284941,0.42426608,0.57573392
1.72410605,0.42364507,0.57635493
1.72536269,0.42302418,0.57697582
1.72661932,0.42240341,0.57759659
1.72787596,0.42178277,0.57821723
1.7291326,0.42116225,0.57883775
1.73038923,0.42054185,0.57945815
1.73164587,0.41992158,0.58007842
1.73290251,0.41930143,0.58069857
1.73415914,0.41868142,0.58131858
1.73541578,0.41806153,0.58193847
1.73667242,0.41744177,0.58255823
1.73792906,0.41682214,0.58317786
1.73918569,0.41620264,0.58379736
1.74044233,0.41558328,0.58441672
1.74169897,0.41496405,0.58503595
1.7429556,0.41434495,0.58565505
1.74421224,0.41372599,0.58627401
1.74546888,0.41310716,0.58689284
1.74672552,0.41248847,0.58751153
1.74798215,0.41186992,0.58813008
1.74923879,0.41125151,0.58874849
1.75049543,0.41063324,0.58936676
1.75175206,0.41001511,0.58998489
1.7530087,0.40939712,0.59060288
1.75426534,0.40877927,0.59122073
1.75552197,0.40816157,0.59183843
1.75677861,0.40754402,0.59245598
1.75803525,0.40692661,0.59307339
1.75929189,0.40630934,0.59369066
1.76054852,0.40569223,0.59430777
1.76180516,0.40507526,0.59492474
1.7630618,0.40445845,0.59554155
1.76431843,0.40384178,0.59615822
1.76557507,0.40322527,0.59677473
1.76683171,0.40260891,0.59739109
1.76808835,0.4019927,0.5980073
1.76934498,0.40137665,0.59862335
1.77060162,0.40076075,0.59923925
1.77185826,0.40014501,0.59985499
1.77311489,0.39952943,0.60047057
1.77437153,0.398914,0.601086
1.77562817,0.39829874,0.60170126
1.7768848,0.39768364,0.60231636
1.77814144,0.3970687,0.6029313
1.77939808,0.39645392,0.60354608
1.78065472,0.3958393,0.6041607
1.78191135,0.39522485,0.60477515
1.78316799,0.39461056,0.60538944
1.78442463,0.39399645,0.60600355
1.78568126,0.39338249,0.60661751
1.7869379,0.39276871,0.60723129
1.78819454,0.3921551,0.6078449
1.78945118,0.39154165,0.60845835
1.79070781,0.39092838,0.60907162
1.79196445,0.39031528,0.60968472
1.79322109,0.38970235,0.61029765
1.79447772,0.3890896,0.6109104
1.79573436,0.38847702,0.61152298
1.796991,0.38786462,0.61213538
1.79824763,0.38725239,0.61274761
1.79950427,0.38664035,0.61335965
1.80076091,0.38602848,0.61397152
1.80201755,0.38541679,0.61458321
1.80327418,0.38480529,0.61519471
1.80453082,0.38419396,0.61580604
1.80578746,0.38358282,0.61641718
1.80704409,0.38297186,0.61702814
1.80830073,0.38236109,0.61763891
1.80955737,0.3817505,0.6182495
1.81081401,0.3811401,0.6188599
1.81207064,0.38052989,0.61947011
1.81332728,0.37991986,0.62008014
1.81458392,0.37931003,0.62068997
1.81584055,0.37870038,0.62129962
1.81709719,0.37809093,0.62190907
1.81835383,0.37748167,0.62251833
1.81961046,0.37687261,0.62312739
1.8208671,0.37626373,0.62373627
1.82212374,0.37565506,0.62434494
1.82338038,0.37504658,0.62495342
1.82463701,0.37443829,0.62556171
1.82589365,0.37383021,0.62616979
1.82715029,0.37322232,0.62677768
1.82840692,0.37261464,0.62738536
1.82966356,0.37200715,0.62799285
1.8309202,0.37139987,0.62860013
1.83217684,0.37079279,0.62920721
1.83343347,0.37018592,0.62981408
1.83469011,0.36957925,0.63042075
1.83594675,0.36897278,0.63102722
1.83720338,0.36836653,0.63163347
1.83846002,0.36776048,0.63223952
1.83971666,0.36715464,0.63284536
1.8409733,0.36654901,0.63345099
1.84222993,0.36594359,0.63405641
1.84348657,0.36533838,0.63466162
1.84474321,0.36473338,0.63526662
1.84599984,0.3641286,0.6358714
1.84725648,0.36352403,0.63647597
1.84851312,0.36291968,0.63708032
1.84976975,0.36231554,0.63768446
1.85102639,0.36171163,0.63828837
1.85228303,0.36110793,0.63889207
1.85353967,0.36050445,0.63949555
1.8547963,0.35990119,0.64009881
1.85605294,0.35929815,0.64070185
1.85730958,0.35869533,0.64130467
1.85856621,0.35809274,0.64190726
1.85982285,0.35749037,0.64250963
1.86107949,0.35688822,0.64311178
1.86233613,0.35628631,0.64371369
1.86359276,0.35568461,0.64431539
1.8648494,0.35508315,0.64491685
1.86610604,0.35448192,0.64551808
1.86736267,0.35388091,0.64611909
1.86861931,0.35328014,0.64671986
1.86987595,0.3526796,0.6473204
1.87113258,0.35207929,0.64792071
1.87238922,0.35147921,0.64852079
1.87364586,0.35087937,0.64912063
1.8749025,0.35027976,0.64972024
1.87615913,0.34968039,0.65031961
1.87741577,0.34908126,0.65091874
1.87867241,0.34848237,0.65151763
1.87992904,0.34788371,0.65211629
1.88118568,0.3472853,0.6527147
1.88244232,0.34668712,0.65331288
1.88369896,0.34608919,0.65391081
1.88495559,0.3454915,0.6545085
1.88621223,0.34489406,0.65510594
1.88746887,0.34429686,0.65570314
1.8887255,0.34369991,0.65630009
1.88998214,0.3431032,0.6568968
1.89123878,0.34250674,0.65749326
1.89249541,0.34191053,0.65808947
1.89375205,0.34131457,0.65868543
1.89500869,0.34071886,0.65928114
1.89626533,0.3401234,0.6598766
1.89752196,0.3395282,0.6604718
1.8987786,0.33893324,0.66106676
1.90003524,0.33833854,0.66166146
1.90129187,0.3377441,0.6622559
1.90254851,0.33714991,0.66285009
1.90380515,0.33655599,0.66344401
1.90506179,0.33596231,0.66403769
1.90631842,0.3353689,0.6646311
1.90757506,0.33477575,0.66522425
1.9088317,0.33418286,0.66581714
1.91008833,0.33359023,0.66640977
1.91134497,0.33299786,0.66700214
1.91260161,0.33240576,0.66759424
1.91385824,0.33181392,0.66818608
1.91511488,0.33122235,0.66877765
1.91637152,0.33063104,0.66936896
1.91762816,0.33004,0.66996
1.91888479,0.32944923,0.67055077
1.92014143,0.32885873,0.67114127
1.92139807,0.3282685,0.6717315
1.9226547,0.32767854,0.67232146
1.92391134,0.32708885,0.67291115
1.92516798,0.32649944,0.67350056
1.92642462,0.3259103,0.6740897
1.92768125,0.32532143,0.67467857
1.92893789,0.32473284,0.67526716
1.93019453,0.32414453,0.67585547
1.93145116,0.32355649,0.67644351
1.9327078,0.32296873,0.67703127
1.93396444,0.32238126,0.67761874
1.93522107,0.32179406,0.67820594
1.93647771,0.32120715,0.67879285
1.93773435,0.32062051,0.67937949
1.93899099,0.32003416,0.67996584
1.94024762,0.3194481,0.6805519
1.94150426,0.31886232,0.68113768
1.9427609,0.31827682,0.68172318
1.94401753,0.31769161,0.68230839
1.94527417,0.3171067,0.6828933
1.94653081,0.31652206,0.68347794
1.94778745,0.31593772,0.68406228
