wavelength_nm,normalized_power
1531.675,0.29412034
1531.7,0.29491818
1531.725,0.29571709
1531.75,0.29651706
1531.775,0.2973181
1531.8,0.2981202
1531.825,0.29892336
1531.85,0.29972758
1531.875,0.30053285
1531.9,0.30133916
1531.925,0.30214652
1531.95,0.30295493
1531.975,0.30376437
1532.0,0.30457486
1532.025,0.30538637
1532.05,0.30619891
1532.075,0.30701248
1532.1,0.30782708
1532.125,0.30864269
1532.15,0.30945932
1532.175,0.31027697
1532.2,0.31109562
1532.225,0.31191528
1532.25,0.31273594
1532.275,0.3135576
1532.3,0.31438026
1532.325,0.31520391
1532.35,0.31602855
1532.375,0.31685418
1532.4,0.31768079
1532.425,0.31850837
1532.45,0.31933694
1532.475,0.32016647
1532.5,0.32099697
1532.525,0.32182843
1532.55,0.32266086
1532.575,0.32349424
1532.6,0.32432858
1532.625,0.32516386
1532.65,0.32600009
1532.675,0.32683726
1532.7,0.32767537
1532.725,0.32851442
1532.75,0.32935439
1532.775,0.33019529
1532.8,0.33103711
1532.825,0.33187986
1532.85,0.33272351
1532.875,0.33356808
1532.9,0.33441356
1532.925,0.33525994
1532.95,0.33610722
1532.975,0.33695539
1533.0,0.33780445
1533.025,0.3386544
1533.05,0.33950524
1533.075,0.34035695
1533.1,0.34120954
1533.125,0.342063
1533.15,0.34291732
1533.175,0.34377251
1533.2,0.34462855
1533.225,0.34548545
1533.25,0.3463432
1533.275,0.3472018
1533.3,0.34806123
1533.325,0.34892151
1533.35,0.34978261
1533.375,0.35064455
1533.4,0.35150731
1533.425,0.35237088
1533.45,0.35323528
1533.475,0.35410048
1533.5,0.35496649
1533.525,0.3558333
1533.55,0.35670091
1533.575,0.35756932
1533.6,0.35843851
1533.625,0.35930849
1533.65,0.36017924
1533.675,0.36105077
1533.7,0.36192307
1533.725,0.36279614
1533.75,0.36366997
1533.775,0.36454455
1533.8,0.36541989
1533.825,0.36629597
1533.85,0.3671728
1533.875,0.36805036
1533.9,0.36892866
1533.925,0.36980768
1533.95,0.37068743
1533.975,0.3715679
1534.0,0.37244908
1534.025,0.37333097
1534.05,0.37421356
1534.075,0.37509685
1534.1,0.37598084
1534.125,0.37686552
1534.15,0.37775088
1534.175,0.37863692
1534.2,0.37952364
1534.225,0.38041103
1534.25,0.38129908
1534.275,0.38218779
1534.3,0.38307715
1534.325,0.38396717
1534.35,0.38485783
1534.375,0.38574913
1534.4,0.38664106
1534.425,0.38753362
1534.45,0.38842681
1534.475,0.38932061
1534.5,0.39021503
1534.525,0.39111006
1534.55,0.39200569
1534.575,0.39290192
1534.6,0.39379874
1534.625,0.39469615
1534.65,0.39559414
1534.675,0.39649271
1534.7,0.39739184
1534.725,0.39829155
1534.75,0.39919181
1534.775,0.40009263
1534.8,0.400994
1534.825,0.40189592
1534.85,0.40279837
1534.875,0.40370136
1534.9,0.40460487
1534.925,0.40550891
1534.95,0.40641347
1534.975,0.40731853
1535.0,0.4082241
1535.025,0.40913018
1535.05,0.41003674
1535.075,0.4109438
1535.1,0.41185134
1535.125,0.41275935
1535.15,0.41366784
1535.175,0.4145768
1535.2,0.41548621
1535.225,0.41639608
1535.25,0.4173064
1535.275,0.41821717
1535.3,0.41912837
1535.325,0.42004
1535.35,0.42095206
1535.375,0.42186454
1535.4,0.42277743
1535.425,0.42369074
1535.45,0.42460444
1535.475,0.42551854
1535.5,0.42643304
1535.525,0.42734792
1535.55,0.42826317
1535.575,0.4291788
1535.6,0.4300948
1535.625,0.43101116
1535.65,0.43192787
1535.675,0.43284493
1535.7,0.43376234
1535.725,0.43468008
1535.75,0.43559815
1535.775,0.43651655
1535.8,0.43743526
1535.825,0.43835429
1535.85,0.43927362
1535.875,0.44019326
1535.9,0.44111319
1535.925,0.4420334
1535.95,0.4429539
1535.975,0.44387467
1536.0,0.44479572
1536.025,0.44571702
1536.05,0.44663858
1536.075,0.44756039
1536.1,0.44848245
1536.125,0.44940474
1536.15,0.45032727
1536.175,0.45125002
1536.2,0.45217299
1536.225,0.45309617
1536.25,0.45401955
1536.275,0.45494314
1536.3,0.45586691
1536.325,0.45679088
1536.35,0.45771502
1536.375,0.45863934
1536.4,0.45956383
1536.425,0.46048847
1536.45,0.46141327
1536.475,0.46233822
1536.5,0.46326331
1536.525,0.46418853
1536.55,0.46511388
1536.575,0.46603935
1536.6,0.46696493
1536.625,0.46789063
1536.65,0.46881642
1536.675,0.46974231
1536.7,0.47066829
1536.725,0.47159435
1536.75,0.47252048
1536.775,0.47344668
1536.8,0.47437294
1536.825,0.47529926
1536.85,0.47622562
1536.875,0.47715203
1536.9,0.47807847
1536.925,0.47900493
1536.95,0.47993142
1536.975,0.48085792
1537.0,0.48178443
1537.025,0.48271094
1537.05,0.48363744
1537.075,0.48456392
1537.1,0.48549039
1537.125,0.48641683
1537.15,0.48734323
1537.175,0.48826959
1537.2,0.48919591
1537.225,0.49012217
1537.25,0.49104837
1537.275,0.49197449
1537.3,0.49290055
1537.325,0.49382651
1537.35,0.49475239
1537.375,0.49567817
1537.4,0.49660385
1537.425,0.49752942
1537.45,0.49845486
1537.475,0.49938019
1537.5,0.50030538
1537.525,0.50123043
1537.55,0.50215533
1537.575,0.50308008
1537.6,0.50400467
1537.625,0.50492909
1537.65,0.50585333
1537.675,0.50677739
1537.7,0.50770127
1537.725,0.50862494
1537.75,0.50954842
1537.775,0.51047168
1537.8,0.51139472
1537.825,0.51231754
1537.85,0.51324012
1537.875,0.51416247
1537.9,0.51508456
1537.925,0.51600641
1537.95,0.51692799
1537.975,0.5178493
1538.0,0.51877033
1538.025,0.51969108
1538.05,0.52061154
1538.075,0.52153171
1538.1,0.52245156
1538.125,0.5233711
1538.15,0.52429033
1538.175,0.52520922
1538.2,0.52612778
1538.225,0.52704599
1538.25,0.52796386
1538.275,0.52888137
1538.3,0.52979851
1538.325,0.53071528
1538.35,0.53163168
1538.375,0.53254768
1538.4,0.53346329
1538.425,0.5343785
1538.45,0.5352933
1538.475,0.53620768
1538.5,0.53712164
1538.525,0.53803516
1538.55,0.53894825
1538.575,0.53986089
1538.6,0.54077307
1538.625,0.54168479
1538.65,0.54259605
1538.675,0.54350682
1538.7,0.54441711
1538.725,0.54532691
1538.75,0.54623621
1538.775,0.547145
1538.8,0.54805328
1538.825,0.54896104
1538.85,0.54986826
1538.875,0.55077495
1538.9,0.55168109
1538.925,0.55258668
1538.95,0.55349171
1538.975,0.55439617
1539.0,0.55530005
1539.025,0.55620336
1539.05,0.55710607
1539.075,0.55800818
1539.1,0.55890968
1539.125,0.55981058
1539.15,0.56071085
1539.175,0.56161049
1539.2,0.56250949
1539.225,0.56340785
1539.25,0.56430556
1539.275,0.56520261
1539.3,0.56609899
1539.325,0.5669947
1539.35,0.56788972
1539.375,0.56878405
1539.4,0.56967768
1539.425,0.57057061
1539.45,0.57146282
1539.475,0.57235432
1539.5,0.57324508
1539.525,0.5741351
1539.55,0.57502439
1539.575,0.57591291
1539.6,0.57680068
1539.625,0.57768768
1539.65,0.57857391
1539.675,0.57945935
1539.7,0.580344
1539.725,0.58122785
1539.75,0.5821109
1539.775,0.58299313
1539.8,0.58387453
1539.825,0.58475511
1539.85,0.58563485
1539.875,0.58651375
1539.9,0.58739179
1539.925,0.58826897
1539.95,0.58914528
1539.975,0.59002071
1540.0,0.59089526
1540.025,0.59176892
1540.05,0.59264168
1540.075,0.59351353
1540.1,0.59438446
1540.125,0.59525448
1540.15,0.59612356
1540.175,0.5969917
1540.2,0.59785889
1540.225,0.59872513
1540.25,0.59959041
1540.275,0.60045472
1540.3,0.60131805
1540.325,0.60218039
1540.35,0.60304174
1540.375,0.60390209
1540.4,0.60476143
1540.425,0.60561975
1540.45,0.60647705
1540.475,0.60733332
1540.5,0.60818854
1540.525,0.60904272
1540.55,0.60989584
1540.575,0.6107479
1540.6,0.61159889
1540.625,0.61244879
1540.65,0.61329761
1540.675,0.61414534
1540.7,0.61499196
1540.725,0.61583747
1540.75,0.61668187
1540.775,0.61752514
1540.8,0.61836727
1540.825,0.61920826
1540.85,0.62004811
1540.875,0.62088679
1540.9,0.62172431
1540.925,0.62256066
1540.95,0.62339583
1540.975,0.62422981
1541.0,0.6250626
1541.025,0.62589418
1541.05,0.62672455
1541.075,0.6275537
1541.1,0.62838162
1541.125,0.62920831
1541.15,0.63003375
1541.175,0.63085795
1541.2,0.63168089
1541.225,0.63250256
1541.25,0.63332296
1541.275,0.63414208
1541.3,0.63495991
1541.325,0.63577644
1541.35,0.63659167
1541.375,0.63740558
1541.4,0.63821818
1541.425,0.63902945
1541.45,0.63983938
1541.475,0.64064798
1541.5,0.64145522
1541.525,0.6422611
1541.55,0.64306562
1541.575,0.64386876
1541.6,0.64467053
1541.625,0.6454709
1541.65,0.64626988
1541.675,0.64706745
1541.7,0.64786361
1541.725,0.64865836
1541.75,0.64945167
1541.775,0.65024355
1541.8,0.65103399
1541.825,0.65182298
1541.85,0.65261052
1541.875,0.65339658
1541.9,0.65418118
1541.925,0.65496429
1541.95,0.65574592
1541.975,0.65652605
1542.0,0.65730468
1542.025,0.6580818
1542.05,0.6588574
1542.075,0.65963148
1542.1,0.66040402
1542.125,0.66117502
1542.15,0.66194448
1542.175,0.66271238
1542.2,0.66347871
1542.225,0.66424348
1542.25,0.66500667
1542.275,0.66576827
1542.3,0.66652828
1542.325,0.66728669
1542.35,0.66804349
1542.375,0.66879868
1542.4,0.66955224
1542.425,0.67030418
1542.45,0.67105448
1542.475,0.67180313
1542.5,0.67255013
1542.525,0.67329547
1542.55,0.67403915
1542.575,0.67478115
1542.6,0.67552147
1542.625,0.6762601
1542.65,0.67699703
1542.675,0.67773226
1542.7,0.67846578
1542.725,0.67919759
1542.75,0.67992766
1542.775,0.68065601
1542.8,0.68138261
1542.825,0.68210747
1542.85,0.68283058
1542.875,0.68355192
1542.9,0.68427149
1542.925,0.68498929
1542.95,0.68570531
1542.975,0.68641953
1543.0,0.68713196
1543.025,0.68784258
1543.05,0.6885514
1543.075,0.68925839
1543.1,0.68996356
1543.125,0.69066689
1543.15,0.69136839
1543.175,0.69206804
1543.2,0.69276583
1543.225,0.69346176
1543.25,0.69415583
1543.275,0.69484802
1543.3,0.69553833
1543.325,0.69622675
1543.35,0.69691327
1543.375,0.69759789
1543.4,0.6982806
1543.425,0.6989614
1543.45,0.69964027
1543.475,0.7003172
1543.5,0.70099221
1543.525,0.70166526
1543.55,0.70233637
1543.575,0.70300552
1543.6,0.7036727
1543.625,0.70433792
1543.65,0.70500115
1543.675,0.7056624
1543.7,0.70632165
1543.725,0.70697891
1543.75,0.70763416
1543.775,0.7082874
1543.8,0.70893863
1543.825,0.70958782
1543.85,0.71023499
1543.875,0.71088011
1543.9,0.71152319
1543.925,0.71216422
1543.95,0.71280319
1543.975,0.71344009
1544.0,0.71407493
1544.025,0.71470768
1544.05,0.71533835
1544.075,0.71596693
1544.1,0.71659341
1544.125,0.71721778
1544.15,0.71784005
1544.175,0.7184602
1544.2,0.71907822
1544.225,0.71969412
1544.25,0.72030787
1544.275,0.72091949
1544.3,0.72152896
1544.325,0.72213627
1544.35,0.72274142
1544.375,0.7233444
1544.4,0.7239452
1544.425,0.72454383
1544.45,0.72514027
1544.475,0.72573452
1544.5,0.72632657
1544.525,0.72691641
1544.55,0.72750404
1544.575,0.72808945
1544.6,0.72867264
1544.625,0.7292536
1544.65,0.72983233
1544.675,0.73040881
1544.7,0.73098304
1544.725,0.73155502
1544.75,0.73212474
1544.775,0.7326922
1544.8,0.73325738
1544.825,0.73382028
1544.85,0.7343809
1544.875,0.73493923
1544.9,0.73549527
1544.925,0.736049
1544.95,0.73660043
1544.975,0.73714954
1545.0,0.73769634
1545.025,0.73824081
1545.05,0.73878295
1545.075,0.73932275
1545.1,0.73986021
1545.125,0.74039533
1545.15,0.74092809
1545.175,0.74145849
1545.2,0.74198653
1545.225,0.7425122
1545.25,0.74303549
1545.275,0.7435564
1545.3,0.74407493
1545.325,0.74459106
1545.35,0.7451048
1545.375,0.74561613
1545.4,0.74612505
1545.425,0.74663156
1545.45,0.74713566
1545.475,0.74763732
1545.5,0.74813656
1545.525,0.74863336
1545.55,0.74912772
1545.575,0.74961964
1545.6,0.7501091
1545.625,0.75059611
1545.65,0.75108065
1545.675,0.75156273
1545.7,0.75204234
1545.725,0.75251947
1545.75,0.75299412
1545.775,0.75346628
1545.8,0.75393595
1545.825,0.75440312
1545.85,0.75486779
1545.875,0.75532996
1545.9,0.75578961
1545.925,0.75624674
1545.95,0.75670135
1545.975,0.75715344
1546.0,0.75760299
1546.025,0.75805001
1546.05,0.75849448
1546.075,0.75893641
1546.1,0.75937579
1546.125,0.75981261
1546.15,0.76024688
1546.175,0.76067858
1546.2,0.7611077
1546.225,0.76153426
1546.25,0.76195823
1546.275,0.76237962
1546.3,0.76279843
1546.325,0.76321464
1546.35,0.76362825
1546.375,0.76403926
1546.4,0.76444767
1546.425,0.76485347
1546.45,0.76525665
1546.475,0.76565721
1546.5,0.76605515
1546.525,0.76645046
1546.55,0.76684314
1546.575,0.76723319
1546.6,0.76762059
1546.625,0.76800535
1546.65,0.76838746
1546.675,0.76876691
1546.7,0.76914371
1546.725,0.76951785
1546.75,0.76988932
1546.775,0.77025813
1546.8,0.77062426
1546.825,0.77098771
1546.85,0.77134848
1546.875,0.77170657
1546.9,0.77206197
1546.925,0.77241467
1546.95,0.77276468
1546.975,0.77311199
1547.0,0.77345659
1547.025,0.77379849
1547.05,0.77413767
1547.075,0.77447414
1547.1,0.77480789
1547.125,0.77513891
1547.15,0.77546721
1547.175,0.77579278
1547.2,0.77611562
1547.225,0.77643572
1547.25,0.77675308
1547.275,0.77706769
1547.3,0.77737956
1547.325,0.77768867
1547.35,0.77799504
1547.375,0.77829864
1547.4,0.77859948
1547.425,0.77889756
1547.45,0.77919287
1547.475,0.77948541
1547.5,0.77977518
1547.525,0.78006217
1547.55,0.78034638
1547.575,0.7806278
1547.6,0.78090644
1547.625,0.78118229
1547.65,0.78145535
1547.675,0.78172561
1547.7,0.78199307
1547.725,0.78225773
1547.75,0.78251959
1547.775,0.78277864
1547.8,0.78303488
1547.825,0.78328831
1547.85,0.78353892
1547.875,0.78378671
1547.9,0.78403168
1547.925,0.78427383
1547.95,0.78451315
1547.975,0.78474964
1548.0,0.78498331
1548.025,0.78521413
1548.05,0.78544212
1548.075,0.78566727
1548.1,0.78588958
1548.125,0.78610904
1548.15,0.78632566
1548.175,0.78653943
1548.2,0.78675034
1548.225,0.7869584
1548.25,0.78716361
1548.275,0.78736596
1548.3,0.78756545
1548.325,0.78776207
1548.35,0.78795583
1548.375,0.78814672
1548.4,0.78833475
1548.425,0.7885199
1548.45,0.78870218
1548.475,0.78888158
1548.5,0.78905811
1548.525,0.78923175
1548.55,0.78940252
1548.575,0.7895704
1548.6,0.7897354
1548.625,0.78989751
1548.65,0.79005673
1548.675,0.79021307
1548.7,0.79036651
1548.725,0.79051705
1548.75,0.7906647
1548.775,0.79080946
1548.8,0.79095131
1548.825,0.79109027
1548.85,0.79122632
1548.875,0.79135947
1548.9,0.79148972
1548.925,0.79161706
1548.95,0.79174149
1548.975,0.79186301
1549.0,0.79198162
1549.025,0.79209733
1549.05,0.79221011
1549.075,0.79231999
1549.1,0.79242695
1549.125,0.79253099
1549.15,0.79263211
1549.175,0.79273032
1549.2,0.7928256
1549.225,0.79291797
1549.25,0.79300741
1549.275,0.79309393
1549.3,0.79317753
1549.325,0.7932582
1549.35,0.79333594
1549.375,0.79341076
1549.4,0.79348266
1549.425,0.79355162
1549.45,0.79361765
1549.475,0.79368076
1549.5,0.79374093
1549.525,0.79379817
1549.55,0.79385249
1549.575,0.79390386
1549.6,0.79395231
1549.625,0.79399782
1549.65,0.7940404
1549.675,0.79408005
1549.7,0.79411676
1549.725,0.79415053
1549.75,0.79418137
1549.775,0.79420927
1549.8,0.79423424
1549.825,0.79425627
1549.85,0.79427536
1549.875,0.79429152
1549.9,0.79430473
1549.925,0.79431502
1549.95,0.79432236
1549.975,0.79432677
1550.0,0.79432823
1550.025,0.79432677
1550.05,0.79432236
1550.075,0.79431502
1550.1,0.79430473
1550.125,0.79429152
1550.15,0.79427536
1550.175,0.79425627
1550.2,0.79423424
1550.225,0.79420927
1550.25,0.79418137
1550.275,0.79415053
1550.3,0.79411676
1550.325,0.79408005
1550.35,0.7940404
1550.375,0.79399782
1550.4,0.79395231
1550.425,0.79390386
1550.45,0.79385249
1550.475,0.79379817
1550.5,0.79374093
1550.525,0.79368076
1550.55,0.79361765
1550.575,0.79355162
1550.6,0.79348266
1550.625,0.79341076
1550.65,0.79333594
1550.675,0.7932582
1550.7,0.79317753
1550.725,0.79309393
1550.75,0.79300741
1550.775,0.79291797
1550.8,0.7928256
1550.825,0.79273032
1550.85,0.79263211
1550.875,0.79253099
1550.9,0.79242695
1550.925,0.79231999
1550.95,0.79221011
1550.975,0.79209733
1551.0,0.79198162
1551.025,0.79186301
1551.05,0.79174149
1551.075,0.79161706
1551.1,0.79148972
1551.125,0.79135947
1551.15,0.79122632
1551.175,0.79109027
1551.2,0.79095131
1551.225,0.79080946
1551.25,0.7906647
1551.275,0.79051705
1551.3,0.79036651
1551.325,0.79021307
1551.35,0.79005673
1551.375,0.78989751
1551.4,0.7897354
1551.425,0.7895704
1551.45,0.78940252
1551.475,0.78923175
1551.5,0.78905811
1551.525,0.78888158
1551.55,0.78870218
1551.575,0.7885199
1551.6,0.78833475
1551.625,0.78814672
1551.65,0.78795583
1551.675,0.78776207
1551.7,0.78756545
1551.725,0.78736596
1551.75,0.78716361
1551.775,0.7869584
1551.8,0.78675034
1551.825,0.78653943
1551.85,0.78632566
1551.875,0.78610904
1551.9,0.78588958
1551.925,0.78566727
1551.95,0.78544212
1551.975,0.78521413
1552.0,0.78498331
1552.025,0.78474964
1552.05,0.78451315
1552.075,0.78427383
1552.1,0.78403168
1552.125,0.78378671
1552.15,0.78353892
1552.175,0.78328831
1552.2,0.78303488
1552.225,0.78277864
1552.25,0.78251959
1552.275,0.78225773
1552.3,0.78199307
1552.325,0.78172561
1552.35,0.78145535
1552.375,0.78118229
1552.4,0.78090644
1552.425,0.7806278
1552.45,0.78034638
1552.475,0.78006217
1552.5,0.77977518
1552.525,0.77948541
1552.55,0.77919287
1552.575,0.77889756
1552.6,0.77859948
1552.625,0.77829864
1552.65,0.77799504
1552.675,0.77768867
1552.7,0.77737956
1552.725,0.77706769
1552.75,0.77675308
1552.775,0.77643572
1552.8,0.77611562
1552.825,0.77579278
1552.85,0.77546721
1552.875,0.77513891
1552.9,0.77480789
1552.925,0.77447414
1552.95,0.77413767
1552.975,0.77379849
1553.0,0.77345659
1553.025,0.77311199
1553.05,0.77276468
1553.075,0.77241467
1553.1,0.77206197
1553.125,0.77170657
1553.15,0.77134848
1553.175,0.77098771
1553.2,0.77062426
1553.225,0.77025813
1553.25,0.76988932
1553.275,0.76951785
1553.3,0.76914371
1553.325,0.76876691
1553.35,0.76838746
1553.375,0.76800535
1553.4,0.76762059
1553.425,0.76723319
1553.45,0.76684314
1553.475,0.76645046
1553.5,0.76605515
1553.525,0.76565721
1553.55,0.76525665
1553.575,0.76485347
1553.6,0.76444767
1553.625,0.76403926
1553.65,0.76362825
1553.675,0.76321464
1553.7,0.76279843
1553.725,0.76237962
1553.75,0.76195823
1553.775,0.76153426
1553.8,0.7611077
1553.825,0.76067858
1553.85,0.76024688
1553.875,0.75981261
1553.9,0.75937579
1553.925,0.75893641
1553.95,0.75849448
1553.975,0.75805001
1554.0,0.75760299
1554.025,0.75715344
1554.05,0.75670135
1554.075,0.75624674
1554.1,0.75578961
1554.125,0.75532996
1554.15,0.75486779
1554.175,0.75440312
1554.2,0.75393595
1554.225,0.75346628
1554.25,0.75299412
1554.275,0.75251947
1554.3,0.75204234
1554.325,0.75156273
1554.35,0.75108065
1554.375,0.75059611
1554.4,0.7501091
1554.425,0.74961964
1554.45,0.74912772
1554.475,0.74863336
1554.5,0.74813656
1554.525,0.74763732
1554.55,0.74713566
1554.575,0.74663156
1554.6,0.74612505
1554.625,0.74561613
1554.65,0.7451048
1554.675,0.74459106
1554.7,0.74407493
1554.725,0.7435564
1554.75,0.74303549
1554.775,0.7425122
1554.8,0.74198653
1554.825,0.74145849
1554.85,0.74092809
1554.875,0.74039533
1554.9,0.73986021
1554.925,0.73932275
1554.95,0.73878295
1554.975,0.73824081
1555.0,0.73769634
1555.025,0.73714954
1555.05,0.73660043
1555.075,0.736049
1555.1,0.73549527
1555.125,0.73493923
1555.15,0.7343809
1555.175,0.73382028
1555.2,0.73325738
1555.225,0.7326922
1555.25,0.73212474
1555.275,0.73155502
1555.3,0.73098304
1555.325,0.73040881
1555.35,0.72983233
1555.375,0.7292536
1555.4,0.72867264
1555.425,0.72808945
1555.45,0.72750404
1555.475,0.72691641
1555.5,0.72632657
1555.525,0.72573452
1555.55,0.72514027
1555.575,0.72454383
1555.6,0.7239452
1555.625,0.7233444
1555.65,0.72274142
1555.675,0.72213627
1555.7,0.72152896
1555.725,0.72091949
1555.75,0.72030787
1555.775,0.71969412
1555.8,0.71907822
1555.825,0.7184602
1555.85,0.71784005
1555.875,0.71721778
1555.9,0.71659341
1555.925,0.71596693
1555.95,0.71533835
1555.975,0.71470768
1556.0,0.71407493
1556.025,0.71344009
1556.05,0.71280319
1556.075,0.71216422
1556.1,0.71152319
1556.125,0.71088011
1556.15,0.71023499
1556.175,0.70958782
1556.2,0.70893863
1556.225,0.7082874
1556.25,0.70763416
1556.275,0.70697891
1556.3,0.70632165
1556.325,0.7056624
1556.35,0.70500115
1556.375,0.70433792
1556.4,0.7036727
1556.425,0.70300552
1556.45,0.70233637
1556.475,0.70166526
1556.5,0.70099221
1556.525,0.7003172
1556.55,0.69964027
1556.575,0.6989614
1556.6,0.6982806
1556.625,0.69759789
1556.65,0.69691327
1556.675,0.69622675
1556.7,0.69553833
1556.725,0.69484802
1556.75,0.69415583
1556.775,0.69346176
1556.8,0.69276583
1556.825,0.69206804
1556.85,0.69136839
1556.875,0.69066689
1556.9,0.68996356
1556.925,0.68925839
1556.95,0.6885514
1556.975,0.68784258
1557.0,0.68713196
1557.025,0.68641953
1557.05,0.68570531
1557.075,0.68498929
1557.1,0.68427149
1557.125,0.68355192
1557.15,0.68283058
1557.175,0.68210747
1557.2,0.68138261
1557.225,0.68065601
1557.25,0.67992766
1557.275,0.67919759
1557.3,0.67846578
1557.325,0.67773226
1557.35,0.67699703
1557.375,0.6762601
1557.4,0.67552147
1557.425,0.67478115
1557.45,0.67403915
1557.475,0.67329547
1557.5,0.67255013
1557.525,0.67180313
1557.55,0.67105448
1557.575,0.67030418
1557.6,0.66955224
1557.625,0.66879868
1557.65,0.66804349
1557.675,0.66728669
1557.7,0.66652828
1557.725,0.66576827
1557.75,0.66500667
1557.775,0.66424348
1557.8,0.66347871
1557.825,0.66271238
1557.85,0.66194448
1557.875,0.66117502
1557.9,0.66040402
1557.925,0.65963148
1557.95,0.6588574
1557.975,0.6580818
1558.0,0.65730468
1558.025,0.65652605
1558.05,0.65574592
1558.075,0.65496429
1558.1,0.65418118
1558.125,0.65339658
1558.15,0.65261052
1558.175,0.65182298
1558.2,0.65103399
1558.225,0.65024355
1558.25,0.64945167
1558.275,0.64865836
1558.3,0.64786361
1558.325,0.64706745
1558.35,0.64626988
1558.375,0.6454709
1558.4,0.64467053
1558.425,0.64386876
1558.45,0.64306562
1558.475,0.6422611
1558.5,0.64145522
1558.525,0.64064798
1558.55,0.63983938
1558.575,0.63902945
1558.6,0.63821818
1558.625,0.63740558
1558.65,0.63659167
1558.675,0.63577644
1558.7,0.63495991
1558.725,0.63414208
1558.75,0.63332296
1558.775,0.63250256
1558.8,0.63168089
1558.825,0.63085795
1558.85,0.63003375
1558.875,0.62920831
1558.9,0.62838162
1558.925,0.6275537
1558.95,0.62672455
1558.975,0.62589418
1559.0,0.6250626
1559.025,0.62422981
1559.05,0.62339583
1559.075,0.62256066
1559.1,0.62172431
1559.125,0.62088679
1559.15,0.62004811
1559.175,0.61920826
1559.2,0.61836727
1559.225,0.61752514
1559.25,0.61668187
1559.275,0.61583747
1559.3,0.61499196
1559.325,0.61414534
1559.35,0.61329761
1559.375,0.61244879
1559.4,0.61159889
1559.425,0.6107479
1559.45,0.60989584
1559.475,0.60904272
1559.5,0.60818854
1559.525,0.60733332
1559.55,0.60647705
1559.575,0.60561975
1559.6,0.60476143
1559.625,0.60390209
1559.65,0.60304174
1559.675,0.60218039
1559.7,0.60131805
1559.725,0.60045472
1559.75,0.59959041
1559.775,0.59872513
1559.8,0.59785889
1559.825,0.5969917
1559.85,0.59612356
1559.875,0.59525448
1559.9,0.59438446
1559.925,0.59351353
1559.95,0.59264168
1559.975,0.59176892
1560.0,0.59089526
1560.025,0.59002071
1560.05,0.58914528
1560.075,0.58826897
1560.1,0.58739179
1560.125,0.58651375
1560.15,0.58563485
1560.175,0.58475511
1560.2,0.58387453
1560.225,0.58299313
1560.25,0.5821109
1560.275,0.58122785
1560.3,0.580344
1560.325,0.57945935
1560.35,0.57857391
1560.375,0.57768768
1560.4,0.57680068
1560.425,0.57591291
1560.45,0.57502439
1560.475,0.5741351
1560.5,0.57324508
1560.525,0.57235432
1560.55,0.57146282
1560.575,0.57057061
1560.6,0.56967768
1560.625,0.56878405
1560.65,0.56788972
1560.675,0.5669947
1560.7,0.56609899
1560.725,0.56520261
1560.75,0.56430556
1560.775,0.56340785
1560.8,0.56250949
1560.825,0.56161049
1560.85,0.56071085
1560.875,0.55981058
1560.9,0.55890968
1560.925,0.55800818
1560.95,0.55710607
1560.975,0.55620336
1561.0,0.55530005
1561.025,0.55439617
1561.05,0.55349171
1561.075,0.55258668
1561.1,0.55168109
1561.125,0.55077495
1561.15,0.54986826
1561.175,0.54896104
1561.2,0.54805328
1561.225,0.547145
1561.25,0.54623621
1561.275,0.54532691
1561.3,0.54441711
1561.325,0.54350682
1561.35,0.54259605
1561.375,0.54168479
1561.4,0.54077307
1561.425,0.53986089
1561.45,0.53894825
1561.475,0.53803516
1561.5,0.53712164
1561.525,0.53620768
1561.55,0.5352933
1561.575,0.5343785
1561.6,0.53346329
1561.625,0.53254768
1561.65,0.53163168
1561.675,0.53071528
1561.7,0.52979851
1561.725,0.52888137
1561.75,0.52796386
1561.775,0.52704599
1561.8,0.52612778
1561.825,0.52520922
1561.85,0.52429033
1561.875,0.5233711
1561.9,0.52245156
1561.925,0.52153171
1561.95,0.52061154
1561.975,0.51969108
1562.0,0.51877033
1562.025,0.5178493
1562.05,0.51692799
1562.075,0.51600641
1562.1,0.51508456
1562.125,0.51416247
1562.15,0.51324012
1562.175,0.51231754
1562.2,0.51139472
1562.225,0.51047168
1562.25,0.50954842
1562.275,0.50862494
1562.3,0.50770127
1562.325,0.50677739
1562.35,0.50585333
1562.375,0.50492909
1562.4,0.50400467
1562.425,0.50308008
1562.45,0.50215533
1562.475,0.50123043
1562.5,0.50030538
1562.525,0.49938019
1562.55,0.49845486
1562.575,0.49752942
1562.6,0.49660385
1562.625,0.49567817
1562.65,0.49475239
1562.675,0.49382651
1562.7,0.49290055
1562.725,0.49197449
1562.75,0.49104837
1562.775,0.49012217
1562.8,0.48919591
1562.825,0.48826959
1562.85,0.48734323
1562.875,0.48641683
1562.9,0.48549039
1562.925,0.48456392
1562.95,0.48363744
1562.975,0.48271094
1563.0,0.48178443
1563.025,0.48085792
1563.05,0.47993142
1563.075,0.47900493
1563.1,0.47807847
1563.125,0.47715203
1563.15,0.47622562
1563.175,0.47529926
1563.2,0.47437294
1563.225,0.47344668
1563.25,0.47252048
1563.275,0.47159435
1563.3,0.47066829
1563.325,0.46974231
1563.35,0.46881642
1563.375,0.46789063
1563.4,0.46696493
1563.425,0.46603935
1563.45,0.46511388
